,Business Analyst,Database Administrator,Data Analyst,Data Architect,Product Manager,Data Engineer,Data Scientist
1371,0.64,0.01,0.025,0.0,0.01,0.0225,0.2925
1372,0.815,0.025,0.06,0.015,0.04,0.035,0.01
1373,0.865,0.025,0.025,0.02,0.02,0.02,0.025
1374,0.42574999999999996,0.48925000000000013,0.035,0.03,0.02,0.0,0.0
1375,0.9,0.02,0.02,0.015,0.025,0.0,0.02
1376,0.56,0.105,0.085,0.08,0.11,0.03,0.03
1377,0.03,0.32,0.05,0.05,0.025,0.06,0.465
1378,0.15,0.13,0.125,0.095,0.085,0.125,0.29
1379,0.06,0.03,0.01,0.01,0.03,0.03,0.83
1380,0.01,0.015,0.075,0.055,0.065,0.075,0.705
1381,0.073,0.01,0.092,0.04,0.06,0.05,0.675
1382,0.055,0.025,0.105,0.76,0.015,0.035,0.005
1383,0.02,0.05,0.08,0.7,0.005,0.095,0.05
1384,0.05833333333333333,0.005,0.1416666666666667,0.635,0.03,0.065,0.065
1385,0.015,0.025,0.015,0.05,0.835,0.03,0.03
1386,0.04,0.05,0.04,0.01625,0.805,0.01375,0.035
1387,0.065,0.025,0.045,0.005,0.83,0.015,0.015
1388,0.09,0.01,0.02,0.0,0.79,0.06,0.03
1389,0.05,0.01,0.035,0.0,0.86,0.015,0.03
1390,0.11916666666666668,0.66,0.08583333333333332,0.04,0.06,0.015,0.02
1391,0.03,0.865,0.03,0.035,0.005,0.015,0.02
1392,0.025,0.725,0.04,0.01,0.045,0.055,0.1
1393,0.03,0.93,0.015,0.01,0.0,0.015,0.0
1394,0.215,0.295,0.12,0.06,0.035,0.155,0.12
1395,0.02,0.86,0.045,0.025,0.015,0.03,0.005
1396,0.085,0.735,0.04,0.05,0.06,0.025,0.005
1397,0.095,0.815,0.05,0.01,0.03,0.0,0.0
1398,0.03,0.865,0.02,0.025,0.01,0.035,0.015
1399,0.355,0.4,0.055,0.035,0.115,0.025,0.015
1400,0.04,0.64,0.07,0.16375,0.005,0.03125,0.05
1401,0.75,0.06,0.065,0.005,0.09,0.02,0.01
1402,0.915,0.005,0.005,0.0,0.07,0.005,0.0
1403,0.645,0.075,0.145,0.025,0.035,0.045,0.03
1404,0.5,0.045,0.1,0.04,0.205,0.055,0.055
1405,0.61,0.075,0.035,0.015,0.155,0.08,0.03
1406,0.64,0.045,0.11,0.01,0.14,0.02,0.035
1407,0.73,0.04,0.025,0.11,0.055,0.015,0.025
1408,0.765,0.02,0.18,0.0,0.01,0.005,0.02
1409,0.905,0.01,0.03,0.005,0.045,0.005,0.0
1410,0.865,0.025,0.055,0.01,0.025,0.015,0.005
1411,0.86,0.055,0.02,0.025,0.02,0.015,0.005
1412,0.825,0.035,0.05,0.01,0.045,0.02,0.015
1413,0.955,0.01,0.01,0.005,0.005,0.01,0.005
1414,0.955,0.01,0.01,0.005,0.005,0.01,0.005
1415,0.38125,0.035,0.16875,0.02,0.345,0.025,0.025
1416,0.89,0.025,0.03,0.01,0.04,0.0,0.005
1417,0.7725,0.04,0.1175,0.005,0.045,0.005,0.015
1418,0.83,0.065,0.025,0.015,0.04,0.025,0.0
1419,0.38,0.175,0.15,0.03,0.145,0.065,0.055
1420,0.09,0.005,0.04,0.015,0.015,0.025,0.81
1421,0.005,0.0,0.025,0.01,0.0,0.077,0.883
1422,0.4667142857142859,0.0,0.44328571428571406,0.0,0.0,0.01,0.08
1423,0.055,0.02,0.675,0.075,0.045,0.085,0.045
1424,0.41408333333333325,0.005,0.4959166666666668,0.015,0.005,0.035,0.03
1425,0.19,0.015,0.66,0.035,0.08,0.005,0.015
1426,0.075,0.095,0.055,0.665,0.015,0.055,0.04
1427,0.03,0.015,0.01,0.005,0.915,0.01,0.015
1428,0.095,0.015,0.02,0.015,0.83,0.005,0.02
1429,0.08,0.025,0.035,0.0,0.835,0.01,0.015
1430,0.07,0.79,0.055,0.01,0.01,0.05,0.015
1431,0.105,0.715,0.065,0.025,0.065,0.01,0.015
1432,0.01,0.88,0.045,0.025,0.005,0.03,0.005
1433,0.41408333333333325,0.005,0.4959166666666668,0.015,0.005,0.035,0.03
1434,0.79,0.015,0.06,0.03,0.02,0.045,0.04
1435,0.84,0.03,0.04,0.03,0.035,0.01,0.015
1436,0.4667142857142859,0.0,0.44328571428571406,0.0,0.0,0.01,0.08
1437,0.785,0.07,0.05,0.03,0.0,0.005,0.06
1438,0.98,0.0,0.01,0.005,0.0,0.0,0.005
1439,0.85,0.02,0.055,0.0,0.05,0.0,0.025
1440,0.24,0.01,0.235,0.0775,0.075,0.06,0.3025
1441,0.075,0.025,0.025,0.0225,0.205,0.0225,0.625
1442,0.01,0.005,0.035,0.055,0.015,0.045,0.835
1443,0.06,0.015,0.17,0.085,0.01,0.055,0.605
1444,0.03,0.045,0.14,0.065,0.03,0.245,0.445
1445,0.03,0.035,0.115,0.01,0.02,0.0125,0.7775
1446,0.02,0.03,0.04,0.005,0.01,0.16,0.735
1447,0.045,0.08,0.04,0.015,0.045,0.065,0.71
1448,0.03,0.01,0.04,0.015,0.005,0.01,0.89
1449,0.145,0.005,0.055,0.0,0.03,0.04,0.725
1450,0.06,0.03,0.045,0.015,0.03,0.005,0.815
1451,0.025,0.02,0.035,0.005,0.025,0.03,0.86
1452,0.05,0.1,0.1,0.03,0.015,0.07,0.635
1453,0.015,0.005,0.04,0.01,0.005,0.03125,0.89375
1454,0.035,0.02,0.025,0.095,0.005,0.765,0.055
1455,0.025,0.21,0.12,0.215,0.01,0.375,0.045
1456,0.045,0.025,0.075,0.01,0.02,0.69,0.135
1457,0.005,0.02,0.005,0.09,0.015,0.85,0.015
1458,0.005,0.005,0.04,0.03,0.045,0.83,0.045
1459,0.02,0.015,0.025,0.02,0.05,0.715,0.155
1460,0.04833333333333333,0.04,0.04166666666666666,0.075,0.005,0.77,0.02
1461,0.0,0.0,0.0,0.0,0.0,0.99,0.01
1462,0.03,0.18,0.68,0.025,0.05,0.015,0.02
1463,0.13,0.095,0.26,0.08800000000000001,0.02,0.252,0.155
1464,0.12,0.005,0.68,0.015,0.035,0.03,0.115
1465,0.085,0.08,0.78,0.013333333333333332,0.015,0.018333333333333333,0.008333333333333333
1466,0.185,0.03,0.72,0.005,0.025,0.005,0.03
1467,0.055,0.01,0.68,0.02,0.025,0.11,0.1
1468,0.045,0.025,0.755,0.01,0.1,0.03,0.035
1469,0.03666666666666667,0.135,0.7233333333333334,0.035,0.015,0.04,0.015
1470,0.075,0.005,0.85,0.015,0.01,0.02,0.025
1471,0.07416666666666667,0.04,0.7658333333333335,0.055,0.015,0.035,0.015
1472,0.445,0.13,0.085,0.06,0.145,0.095,0.04
1473,0.015,0.02,0.1,0.78,0.0,0.035,0.05
1474,0.015,0.01,0.05,0.715,0.01,0.145,0.055
1475,0.01,0.005,0.055,0.665,0.0,0.02,0.245
1476,0.01,0.0,0.03,0.685,0.005,0.035833333333333335,0.2341666666666667
1477,0.03,0.045,0.025,0.83,0.035,0.025,0.01
1478,0.09,0.1,0.06,0.39,0.13,0.18,0.05
1479,0.03857142857142857,0.025,0.20642857142857143,0.645,0.005,0.02,0.06
1480,0.38666666666666666,0.115,0.08833333333333332,0.095,0.19,0.08,0.045
1481,0.08,0.44,0.135,0.068,0.015,0.14,0.122
1482,0.015,0.03,0.06,0.725,0.02,0.11,0.04
1483,0.385,0.065,0.07,0.305,0.045,0.115,0.015
1484,0.005,0.02,0.025,0.03,0.845,0.035,0.04
1485,0.01,0.005,0.005,0.0,0.945,0.02,0.015
1486,0.06,0.03,0.02,0.0175,0.77,0.0425,0.06
1487,0.01,0.03,0.075,0.005,0.67,0.035,0.175
1488,0.005,0.005,0.035,0.01,0.9,0.01,0.035
1489,0.0,0.005,0.0,0.0,0.995,0.0,0.0
1490,0.15166666666666667,0.35,0.12333333333333334,0.085,0.06,0.035,0.195
1491,0.025,0.71,0.025,0.10300000000000001,0.015,0.06,0.062
1492,0.005,0.965,0.0,0.005,0.02,0.0,0.005
1493,0.765,0.035,0.025,0.035,0.085,0.02,0.035
1494,0.705,0.025,0.115,0.03,0.095,0.015,0.015
1495,0.87,0.04,0.02,0.0,0.05,0.01,0.01
1496,0.91,0.0,0.035,0.015,0.01,0.015,0.015
1497,0.75,0.04,0.01,0.025,0.13,0.01,0.035
1498,0.715,0.06,0.035,0.02,0.115,0.025,0.03
1499,0.745,0.03,0.135,0.02,0.035,0.005,0.03
1500,0.665,0.025,0.05,0.005,0.13,0.075,0.05
1501,0.905,0.02,0.03,0.025,0.015,0.005,0.0
1502,0.805,0.04,0.035,0.045,0.045,0.01,0.02
1503,0.715,0.07,0.01,0.03,0.105,0.005,0.065
1504,0.73,0.015,0.08,0.0,0.08,0.02125,0.07375
1505,0.635,0.065,0.06,0.07,0.1,0.015,0.055
1506,0.57,0.07,0.08,0.015,0.185,0.045,0.035
1507,0.175,0.045,0.13,0.06583333333333333,0.225,0.13166666666666665,0.2275
1508,0.025,0.015,0.025,0.005,0.045,0.0325,0.8525
1509,0.0,0.0,0.02,0.025,0.01,0.05,0.895
1510,0.105,0.02,0.075,0.03,0.03,0.71,0.03
1511,0.07,0.135,0.025,0.065,0.055,0.635,0.015
1512,0.01,0.005,0.06,0.013333333333333332,0.02,0.7816666666666666,0.11
1513,0.04,0.01,0.025,0.035,0.085,0.73,0.075
1514,0.05,0.065,0.035,0.02166666666666667,0.085,0.6733333333333333,0.07
1515,0.04,0.055,0.015,0.05,0.03,0.765,0.045
1516,0.03,0.015,0.705,0.155,0.015,0.03,0.05
1517,0.14,0.05,0.71,0.025,0.055,0.005,0.015
1518,0.525,0.03,0.155,0.04833333333333333,0.17,0.01,0.06166666666666667
1519,0.1,0.025,0.715,0.005,0.025,0.03,0.1
1520,0.135,0.02,0.775,0.015,0.02,0.025,0.01
1521,0.055,0.045,0.76,0.06,0.01,0.03,0.04
1522,0.055,0.01,0.7,0.01,0.165,0.015,0.045
1523,0.03,0.02,0.725,0.03,0.025,0.055,0.115
1524,0.05166666666666666,0.025,0.8533333333333333,0.015,0.015,0.025,0.015
1525,0.0,0.02,0.665,0.07,0.035,0.045,0.165
1526,0.045,0.225,0.49,0.06,0.03,0.06,0.09
1527,0.1,0.005,0.685,0.02,0.02,0.05,0.12
1528,0.045,0.03,0.045,0.805,0.005,0.04,0.03
1529,0.025,0.015,0.095,0.785,0.005,0.05,0.025
1530,0.05,0.04,0.075,0.72,0.025,0.08,0.01
1531,0.055,0.18,0.045,0.66,0.02,0.03,0.01
1532,0.025,0.0,0.005,0.01,0.94,0.015,0.005
1533,0.055,0.03,0.01,0.005,0.865,0.02,0.015
1534,0.035,0.08,0.025,0.10833333333333332,0.73,0.016666666666666666,0.005
1535,0.065,0.055,0.11,0.05,0.4,0.20199999999999999,0.11800000000000001
1536,0.02,0.03,0.03,0.005,0.91,0.0,0.005
1537,0.1,0.025,0.055,0.005,0.705,0.08,0.03
1538,0.205,0.145,0.055,0.025,0.405,0.11,0.055
1539,0.08,0.035,0.025,0.01,0.81,0.03,0.01
1540,0.145,0.78,0.035,0.02,0.0,0.01,0.01
1541,0.115,0.45,0.065,0.025,0.08,0.09083333333333332,0.17416666666666664
1542,0.05,0.875,0.025,0.02,0.025,0.005,0.0
1543,0.04,0.745,0.06,0.05,0.015,0.075,0.015
1544,0.08,0.825,0.03,0.045,0.01,0.005,0.005
1545,0.205,0.24,0.135,0.07166666666666667,0.065,0.22333333333333333,0.06
1546,0.035,0.785,0.035,0.075,0.04,0.015,0.015
1547,0.695,0.21,0.025,0.015,0.005,0.04,0.01
1548,0.76,0.02,0.015,0.005,0.17,0.025,0.005
1549,0.3291666666666667,0.14,0.22583333333333333,0.085,0.045,0.12,0.055
1550,0.93,0.0,0.02,0.0,0.025,0.015,0.01
1551,0.87,0.015,0.055,0.0,0.03,0.02,0.01
1552,0.94,0.02,0.025,0.005,0.005,0.0,0.005
1553,0.735,0.08,0.145,0.005,0.025,0.0,0.01
1554,0.94,0.02,0.025,0.005,0.005,0.0,0.005
1555,0.7035714285714286,0.03,0.026428571428571426,0.02,0.115,0.065,0.04
1556,0.69,0.005,0.065,0.02,0.19,0.01,0.02
1557,0.84,0.05,0.045,0.005,0.035,0.025,0.0
1558,0.78,0.055,0.095,0.015,0.025,0.01,0.02
1559,0.87,0.015,0.055,0.0,0.03,0.02,0.01
1560,0.78,0.055,0.095,0.015,0.025,0.01,0.02
1561,0.83,0.01,0.0,0.0,0.145,0.01,0.005
1562,0.78,0.08,0.04,0.02,0.04,0.03,0.01
1563,0.9,0.0,0.04,0.02,0.015,0.01,0.015
1564,0.9,0.0,0.04,0.02,0.015,0.01,0.015
1565,0.745,0.045,0.045,0.01,0.11,0.035,0.01
1566,0.06333333333333332,0.025,0.026666666666666665,0.085,0.015,0.085,0.7
1567,0.01,0.01,0.0,0.01,0.94,0.015,0.015
1568,0.76,0.025,0.08,0.025,0.055,0.01,0.045
1569,0.79,0.02,0.055,0.04,0.025,0.025,0.045
1570,0.375,0.055,0.18,0.065,0.21,0.025,0.09
1571,0.735,0.04,0.025,0.015,0.165,0.01,0.01
1572,0.88,0.025,0.03,0.005,0.02,0.025,0.015
1573,0.83,0.005,0.065,0.0,0.015,0.01,0.075
1574,0.675,0.05,0.09,0.015,0.115,0.035,0.02
1575,0.73,0.035,0.07,0.04,0.04,0.025,0.06
1576,0.82,0.025,0.07,0.02,0.03,0.01,0.025
1577,0.895,0.005,0.015,0.015,0.01,0.055,0.005
1578,0.79,0.045,0.0,0.025,0.12,0.01,0.01
1579,0.235,0.08,0.24,0.06,0.065,0.2,0.12
1580,0.72,0.045,0.03,0.005,0.095,0.05,0.055
1581,0.825,0.03,0.03,0.03,0.05,0.02,0.015
1582,0.875,0.02,0.025,0.01,0.05,0.015,0.005
1583,0.84,0.035,0.03,0.005,0.065,0.01,0.015
1584,0.885,0.005,0.045,0.01,0.04,0.005,0.01
1585,0.43333333333333335,0.03666666666666667,0.315,0.06,0.05,0.015,0.09
1586,0.77,0.105,0.04,0.055,0.005,0.01,0.015
1587,0.065,0.115,0.725,0.0325,0.04,0.0225,0.0
1588,0.02,0.005,0.005,0.005,0.945,0.005,0.015
1589,0.07958333333333333,0.01,0.12541666666666665,0.0175,0.015,0.02,0.7325
1590,0.105,0.025,0.085,0.015,0.03,0.025,0.715
1591,0.01,0.085,0.09,0.005,0.01,0.08833333333333332,0.7116666666666667
1592,0.115,0.09,0.115,0.065,0.005,0.115,0.495
1593,0.01,0.02,0.665,0.04,0.015,0.05166666666666666,0.19833333333333333
1594,0.075,0.07,0.76,0.045,0.02,0.01,0.02
1595,0.23,0.03,0.02,0.015,0.595,0.05,0.06
1596,0.03,0.015,0.64,0.0125,0.0,0.04,0.2625
1597,0.115,0.035,0.675,0.02,0.105,0.04,0.01
1598,0.0725,0.0575,0.11,0.02,0.035,0.02333333333333333,0.6816666666666665
1599,0.155,0.035,0.735,0.03,0.005,0.02,0.02
1600,0.05916666666666666,0.0,0.09083333333333332,0.74,0.025,0.04,0.045
1601,0.065,0.05,0.05,0.675,0.03,0.04,0.09
1602,0.06,0.085,0.06,0.73,0.015,0.04,0.01
1603,0.0,0.0,0.0,0.0,0.995,0.0,0.005
1604,0.005,0.025,0.01,0.0,0.935,0.005,0.02
1605,0.06,0.01,0.19,0.02,0.555,0.065,0.1
1606,0.055,0.03,0.03,0.015,0.78,0.04,0.05
1607,0.085,0.07,0.03,0.035,0.735,0.025,0.02
1608,0.055,0.04,0.005,0.015,0.84,0.035,0.01
1609,0.04833333333333334,0.02166666666666667,0.02,0.005,0.64,0.07,0.195
1610,0.08,0.03,0.005,0.0,0.81,0.04,0.035
1611,0.16,0.135,0.12,0.035,0.26,0.135,0.155
1612,0.075,0.0,0.015,0.005,0.9,0.0,0.005
1613,0.045,0.715,0.06,0.055,0.035,0.08,0.01
1614,0.03,0.715,0.07,0.015,0.055,0.03333333333333333,0.08166666666666668
1615,0.015,0.935,0.01,0.005,0.005,0.025,0.005
1616,0.805,0.015,0.02,0.01,0.095,0.045,0.01
1617,0.835,0.02,0.025,0.007857142857142858,0.06,0.027142857142857146,0.025
1618,0.65,0.045,0.135,0.07,0.025,0.03,0.045
1619,0.745,0.1,0.055,0.005,0.04,0.015,0.04
1620,0.68,0.035,0.04,0.0,0.12,0.07,0.055
1621,0.375,0.07,0.105,0.09,0.195,0.1,0.065
1622,0.775,0.025,0.02,0.02,0.13,0.015,0.015
1623,0.7875,0.115,0.0525,0.01,0.03,0.0,0.005
1624,0.3725,0.205,0.1525,0.095,0.01,0.09,0.075
1625,0.72,0.04,0.145,0.06,0.005,0.005,0.025
1626,0.9,0.015,0.015,0.0,0.04,0.02,0.01
1627,0.645,0.045,0.07,0.105,0.02,0.05,0.065
1628,0.805,0.01,0.07,0.01,0.08,0.015,0.01
1629,0.735,0.04,0.015,0.0,0.155,0.045,0.01
1630,0.25,0.125,0.295,0.0925,0.15,0.0525,0.035
1631,0.085,0.025,0.79,0.02,0.0,0.03,0.05
1632,0.175,0.04,0.65,0.0175,0.065,0.0175,0.035
1633,0.06,0.025,0.67,0.025,0.125,0.03,0.065
1634,0.04,0.025,0.04,0.005,0.845,0.03,0.015
1635,0.02,0.015,0.02,0.01,0.89,0.005,0.04
1636,0.27,0.005,0.015,0.005,0.695,0.01,0.0
1637,0.02,0.01,0.045,0.005,0.88,0.03,0.01
1638,0.325,0.03,0.05,0.025,0.54,0.01,0.02
1639,0.285,0.495,0.03,0.06,0.09,0.025,0.015
1640,0.87,0.015,0.005,0.05,0.045,0.0,0.015
1641,0.88,0.01,0.01,0.03,0.04,0.025,0.005
1642,0.015,0.0,0.055,0.0175,0.01,0.025,0.8775
1643,0.065,0.015,0.025,0.015,0.05,0.025,0.805
1644,0.03,0.025,0.03,0.018333333333333333,0.01,0.12666666666666668,0.76
1645,0.0325,0.01,0.0675,0.03125,0.015,0.03375,0.81
1646,0.0525,0.02,0.0825,0.14,0.03,0.255,0.42
1647,0.02,0.0,0.05,0.01,0.01,0.0225,0.8875
1648,0.02,0.005,0.035,0.025,0.065,0.1,0.75
1649,0.01,0.005,0.08,0.015,0.005,0.0225,0.8625
1650,0.07,0.05,0.03,0.0175,0.035,0.0475,0.75
1651,0.025,0.0,0.085,0.055,0.01,0.045,0.78
1652,0.08,0.01,0.195,0.045,0.055,0.0725,0.5425
1653,0.145,0.035,0.03,0.015,0.055,0.025,0.695
1654,0.045,0.01,0.065,0.03,0.085,0.015,0.75
1655,0.03,0.015,0.02,0.025,0.075,0.735,0.1
1656,0.05,0.01,0.08,0.02,0.015,0.665,0.16
1657,0.0225,0.045,0.0225,0.02,0.015,0.785,0.09
1658,0.01,0.07,0.07,0.016,0.025,0.735,0.07400000000000001
1659,0.155,0.145,0.11,0.03,0.33,0.185,0.045
1660,0.026666666666666665,0.01,0.013333333333333332,0.0,0.235,0.7,0.015
1661,0.015,0.035,0.055,0.05,0.03,0.745,0.07
1662,0.05,0.05,0.035,0.02,0.04,0.73,0.075
1663,0.065,0.025,0.11,0.035,0.05,0.645,0.07
1664,0.085,0.01,0.74,0.015,0.045,0.0175,0.0875
1665,0.075,0.01,0.135,0.0225,0.025,0.1,0.6325
1666,0.03,0.02,0.65,0.018000000000000002,0.005,0.1,0.177
1667,0.04,0.015,0.83,0.02,0.04,0.025,0.03
1668,0.4398452380952381,0.01,0.465154761904762,0.005,0.06,0.01,0.01
1669,0.035,0.005,0.765,0.01,0.005,0.0175,0.1625
1670,0.01,0.025,0.815,0.05,0.02,0.045,0.035
1671,0.105,0.03,0.74,0.02,0.09,0.005,0.01
1672,0.235,0.09,0.235,0.05,0.015,0.03,0.345
1673,0.175,0.03,0.73,0.015,0.035,0.0,0.015
1674,0.0825,0.02,0.8475,0.0,0.005,0.025,0.02
1675,0.115,0.085,0.69,0.0225,0.03,0.01,0.0475
1676,0.25,0.065,0.175,0.08,0.205,0.09,0.135
1677,0.1,0.415,0.205,0.075,0.025,0.09,0.09
1678,0.305,0.095,0.13,0.235,0.075,0.095,0.065
1679,0.06,0.08,0.17,0.19729166666666667,0.04,0.34770833333333334,0.105
1680,0.105,0.08,0.02,0.755,0.02,0.015,0.005
1681,0.07,0.065,0.03,0.635,0.12,0.025,0.055
1682,0.01,0.01,0.02,0.005,0.91,0.03,0.015
1683,0.045,0.005,0.035,0.0,0.53,0.01,0.375
1684,0.07,0.045,0.015,0.03,0.75,0.05,0.04
1685,0.02,0.01,0.05,0.005,0.845,0.03,0.04
1686,0.08,0.015,0.005,0.03,0.845,0.02,0.005
1687,0.025,0.025,0.01,0.005,0.92,0.01,0.005
1688,0.065,0.01,0.015,0.02,0.85,0.02,0.02
1689,0.075,0.01,0.035,0.01,0.84,0.01,0.02
1690,0.055,0.005,0.035,0.005,0.84,0.025,0.035
1691,0.14,0.05,0.035,0.015,0.665,0.08,0.015
1692,0.065,0.015,0.02,0.005,0.865,0.02,0.01
1693,0.04333333333333334,0.01,0.021666666666666664,0.0,0.9,0.005,0.02
1694,0.045,0.04,0.03,0.005,0.755,0.065,0.06
1695,0.13,0.035,0.1,0.025,0.66,0.035,0.015
1696,0.135,0.04,0.085,0.02,0.655,0.01,0.055
1697,0.2,0.24,0.08,0.03,0.245,0.15,0.055
1698,0.0875,0.025,0.0575,0.0,0.745,0.045,0.04
1699,0.225,0.025,0.215,0.01,0.405,0.03,0.09
1700,0.08,0.015,0.03,0.01,0.75,0.1,0.015
1701,0.03,0.815,0.035,0.04,0.025,0.025,0.03
1702,0.025,0.84,0.025,0.03,0.025,0.03,0.025
1703,0.005,0.96,0.01,0.005,0.01,0.0,0.01
1704,0.0,0.97,0.015,0.01,0.005,0.0,0.0
1705,0.02,0.895,0.03,0.025,0.005,0.02,0.005
1706,0.125,0.655,0.09,0.0425,0.015,0.055,0.0175
1707,0.12,0.72,0.1,0.035,0.005,0.005,0.015
1708,0.275,0.035,0.49,0.08,0.06,0.0,0.06
1709,0.035,0.935,0.02,0.005,0.0,0.0,0.005
1710,0.13375,0.185,0.08625,0.05,0.405,0.08,0.06
1711,0.73,0.015,0.07,0.055,0.035,0.04,0.055
1712,0.695,0.075,0.03,0.01,0.115,0.04,0.035
1713,0.8,0.01,0.155,0.015,0.005,0.005,0.01
1714,0.895,0.015,0.02,0.01,0.05,0.01,0.0
1715,0.545,0.24,0.055,0.055,0.025,0.05,0.03
1716,0.135,0.085,0.555,0.06,0.03,0.035,0.1
1717,0.885,0.015,0.05,0.0,0.035,0.005,0.01
1718,0.655,0.04,0.15,0.035,0.07,0.03,0.02
1719,0.77,0.02,0.1,0.03,0.025,0.015,0.04
1720,0.4398452380952381,0.01,0.465154761904762,0.005,0.06,0.01,0.01
1721,0.563,0.09,0.20199999999999999,0.015,0.065,0.02,0.045
1722,0.325,0.055,0.34,0.07,0.08,0.03,0.1
1723,0.88,0.01,0.08,0.015,0.01,0.0,0.005
1724,0.93,0.01,0.025,0.01,0.015,0.01,0.0
1725,0.4,0.065,0.13,0.09,0.11,0.1125,0.0925
1726,0.6908333333333334,0.04,0.12916666666666665,0.005,0.03,0.04,0.065
1727,0.685,0.03,0.045,0.015,0.125,0.02,0.08
1728,0.095,0.125,0.13,0.045,0.09,0.3,0.215
1729,0.0275,0.0375,0.05,0.02,0.015,0.025,0.825
1730,0.14416666666666667,0.075,0.25083333333333335,0.02,0.21,0.115,0.185
1731,0.025,0.03,0.035,0.005,0.055,0.03666666666666667,0.8133333333333335
1732,0.005,0.0,0.035,0.015,0.0,0.015,0.93
1733,0.035,0.015,0.145,0.024111111111111114,0.015,0.735,0.03088888888888889
1734,0.315,0.145,0.065,0.08,0.16,0.16,0.075
1735,0.205,0.095,0.025,0.015,0.03,0.62,0.01
1736,0.07,0.04,0.005,0.0,0.17,0.705,0.01
1737,0.055,0.12,0.09,0.06,0.055,0.59,0.03
1738,0.11333333333333334,0.025,0.15166666666666667,0.025,0.005,0.65,0.03
1739,0.105,0.01,0.41,0.005,0.04,0.08616666666666667,0.3438333333333333
1740,0.0625,0.01,0.7125,0.01,0.14,0.025,0.04
1741,0.14,0.01,0.735,0.02,0.05,0.025,0.02
1742,0.14,0.085,0.02,0.705,0.005,0.01,0.035
1743,0.095,0.025,0.03,0.685,0.015,0.11,0.04
1744,0.03,0.03,0.01,0.0,0.925,0.005,0.0
1745,0.0,0.0,0.01,0.01,0.98,0.0,0.0
1746,0.145,0.01,0.025,0.02,0.74,0.02,0.04
1747,0.013333333333333332,0.095,0.006666666666666666,0.0,0.88,0.005,0.0
1748,0.175,0.02,0.04,0.005,0.7,0.045,0.015
1749,0.035,0.005,0.0,0.0,0.955,0.005,0.0
1750,0.0125,0.7975,0.065,0.06,0.0,0.025,0.04
1751,0.025,0.925,0.005,0.02,0.02,0.005,0.0
1752,0.02,0.95,0.0,0.01,0.015,0.005,0.0
1753,0.945,0.005,0.025,0.0,0.01,0.0,0.015
1754,0.96,0.005,0.025,0.005,0.005,0.0,0.0
1755,0.79,0.06,0.035,0.03,0.06,0.01,0.015
1756,0.715,0.065,0.075,0.08375,0.005,0.04625,0.01
1757,0.78,0.035,0.03,0.005,0.12,0.02,0.01
1758,0.87375,0.02,0.04625,0.01,0.015,0.02,0.015
1759,0.82,0.065,0.03,0.02,0.045,0.01,0.01
1760,0.76,0.055,0.09,0.025,0.01,0.035,0.025
1761,0.495,0.11,0.12,0.045,0.18,0.05,0.0
1762,0.685,0.065,0.075,0.015,0.055,0.013999999999999999,0.091
1763,0.915,0.01,0.005,0.025,0.015,0.01,0.02
1764,0.845,0.01,0.02,0.0,0.105,0.015,0.005
1765,0.865,0.005,0.06,0.005,0.025,0.03,0.01
1766,0.89,0.0,0.065,0.005,0.02,0.01,0.01
1767,0.87,0.01,0.055,0.005,0.03,0.015,0.015
1768,0.895,0.02,0.06,0.01,0.005,0.005,0.005
1769,0.82,0.04,0.04,0.015,0.06,0.015,0.01
1770,0.82,0.065,0.03,0.02,0.045,0.01,0.01
1771,0.015,0.005,0.01,0.005,0.01,0.055,0.9
1772,0.165,0.015,0.025,0.035,0.05,0.025,0.685
1773,0.1225,0.075,0.1625,0.14,0.14,0.19,0.17
1774,0.105,0.015,0.73,0.05,0.0,0.085,0.015
1775,0.03,0.01,0.91,0.01,0.01,0.005,0.025
1776,0.025,0.02,0.01,0.005,0.925,0.0,0.015
1777,0.06,0.03,0.02,0.02,0.83,0.015,0.025
1778,0.07,0.1,0.11,0.02,0.645,0.045,0.01
1779,0.075,0.09,0.075,0.0,0.685,0.07,0.005
1780,0.125,0.605,0.025,0.12,0.09,0.015,0.02
1781,0.76,0.115,0.025,0.005,0.025,0.05,0.02
1782,0.825,0.015,0.025,0.035,0.075,0.02,0.005
1783,0.8875,0.0175,0.005,0.02,0.03,0.025,0.015
1784,0.78,0.085,0.04,0.03333333333333333,0.035,0.011666666666666667,0.015
1785,0.84,0.015,0.025,0.01,0.07,0.0,0.04
1786,0.5,0.035,0.13,0.08,0.12,0.06,0.075
1787,0.9,0.01,0.04,0.015,0.0,0.02,0.015
1788,0.7641666666666665,0.015,0.03583333333333333,0.02,0.11,0.015,0.04
1789,0.87,0.01,0.035,0.02,0.04,0.015,0.01
1790,0.3966666666666667,0.08,0.11333333333333334,0.045,0.185,0.11,0.07
1791,0.815,0.055,0.01,0.015,0.045,0.04,0.02
1792,0.5633333333333332,0.055,0.09666666666666666,0.015,0.1,0.085,0.085
1793,0.61,0.2,0.04,0.035,0.015,0.075,0.025
1794,0.82,0.035,0.015,0.06,0.03,0.025,0.015
1795,0.785,0.005,0.035,0.0,0.04,0.005,0.13
1796,0.675,0.045,0.05,0.005,0.11,0.045,0.07
1797,0.035,0.03,0.115,0.005,0.0,0.015,0.8
1798,0.06,0.285,0.09,0.035,0.1,0.235,0.195
