,Product Manager,Database Administrator,Data Engineer,Data Scientist,Data Analyst,Business Analyst,Data Architect
1323,0.005,0.025,0.025,0.02,0.0,0.87,0.055
1324,0.055,0.03,0.045,0.025,0.085,0.73,0.03
1325,0.175,0.025,0.01,0.015,0.015,0.755,0.005
1326,0.015,0.005,0.01,0.005,0.015,0.935,0.015
1327,0.005,0.035,0.045,0.4465595238095238,0.0375,0.0075,0.42344047619047614
1328,0.045,0.065,0.13125,0.44375,0.17,0.08,0.065
1329,0.025,0.005,0.02,0.86,0.06,0.02,0.01
1330,0.0,0.01,0.025,0.88,0.045,0.015,0.025
1331,0.01,0.035,0.045,0.81,0.03,0.065,0.005
1332,0.0,0.02,0.025,0.865,0.035,0.025,0.03
1333,0.03,0.025,0.695,0.05,0.065,0.105,0.03
1334,0.075,0.035,0.6554166666666668,0.025,0.025,0.095,0.08958333333333333
1335,0.035,0.105,0.615,0.04,0.09,0.095,0.02
1336,0.01,0.03,0.725,0.02,0.06,0.06,0.095
1337,0.01,0.06,0.06,0.08,0.71,0.04,0.04
1338,0.015,0.0,0.01,0.01,0.925,0.035,0.005
1339,0.025,0.04,0.05,0.035,0.72,0.075,0.055
1340,0.02,0.05,0.09,0.02,0.76,0.05,0.01
1341,0.03,0.03,0.065,0.025,0.07375,0.71125,0.065
1342,0.01,0.01,0.035,0.0,0.7633333333333333,0.15666666666666668,0.025
1343,0.015,0.0,0.01,0.01,0.925,0.035,0.005
1344,0.005,0.005,0.045,0.065,0.745,0.085,0.05
1345,0.055,0.005,0.025,0.135,0.7025,0.0675,0.01
1346,0.07,0.03,0.02,0.02,0.69,0.13,0.04
1347,0.005,0.105,0.015,0.0,0.025,0.05,0.8
1348,0.035,0.02,0.115,0.005,0.03,0.07,0.725
1349,0.005,0.035,0.045,0.4465595238095238,0.0375,0.0075,0.42344047619047614
1350,0.05,0.055,0.04,0.01,0.03,0.155,0.66
1351,0.005,0.08,0.1,0.0,0.015,0.04,0.76
1352,0.01,0.73,0.035,0.015,0.095,0.03,0.085
1353,0.01,0.9,0.015,0.005,0.04,0.015,0.015
1354,0.005,0.87,0.025,0.025,0.015,0.04,0.02
1355,0.01,0.9,0.015,0.005,0.04,0.015,0.015
1356,0.01,0.514797619047619,0.0,0.005,0.01875,0.431452380952381,0.02
1357,0.06,0.76,0.035,0.005,0.03,0.08,0.03
1358,0.035,0.635,0.075,0.04,0.045,0.145,0.025
1359,0.03,0.775,0.03,0.005,0.035,0.04,0.085
1360,0.005,0.135,0.062,0.06,0.045,0.63,0.063
1361,0.175,0.025,0.045,0.04,0.03,0.675,0.01
1362,0.05,0.02,0.035,0.02,0.03,0.805,0.04
1363,0.13,0.01,0.05333333333333334,0.055,0.08,0.655,0.016666666666666666
1364,0.04,0.015,0.0225,0.03,0.04,0.815,0.0375
1365,0.03,0.045,0.03,0.035,0.075,0.765,0.02
1366,0.03,0.03,0.065,0.025,0.07375,0.71125,0.065
1367,0.07,0.055,0.015,0.065,0.06,0.7,0.035
1368,0.03,0.06,0.01,0.02,0.035,0.825,0.02
1369,0.12,0.03,0.1,0.06,0.09166666666666666,0.5783333333333334,0.02
1370,0.64,0.095,0.085,0.02,0.02,0.12,0.02
1371,0.04,0.055,0.08,0.015,0.05,0.705,0.055
1372,0.005,0.07,0.06,0.02,0.035,0.75,0.06
1373,0.1,0.01,0.02,0.08,0.06,0.635,0.095
1374,0.05,0.0075,0.0,0.045,0.135,0.7475,0.015
1375,0.025,0.005,0.04,0.755,0.085,0.08,0.01
1376,0.02,0.03,0.035,0.015,0.08,0.775,0.045
1377,0.03,0.025,0.04,0.03,0.025,0.83,0.02
1378,0.01,0.514797619047619,0.0,0.005,0.01875,0.431452380952381,0.02
1379,0.01,0.05,0.025,0.026000000000000002,0.075,0.8,0.013999999999999999
1380,0.015,0.015,0.025,0.02,0.105,0.765,0.055
1381,0.0,0.28,0.06,0.545,0.065,0.025,0.025
1382,0.025,0.085,0.055,0.69,0.04,0.05,0.055
1383,0.015,0.01,0.04,0.895,0.0,0.02,0.02
1384,0.005,0.03,0.05,0.7,0.125,0.03,0.06
1385,0.11,0.01,0.035,0.655,0.075,0.08,0.035
1386,0.02,0.21,0.035,0.0,0.01,0.045,0.68
1387,0.015,0.075,0.065,0.025,0.04,0.115,0.665
1388,0.04,0.02,0.055,0.055,0.1,0.095,0.635
1389,0.85,0.015,0.045,0.035,0.035,0.02,0.0
1390,0.68,0.025,0.065,0.03,0.045,0.095,0.06
1391,0.92,0.01,0.005,0.0,0.0,0.045,0.02
1392,0.74,0.02,0.06,0.08,0.02,0.065,0.015
1393,0.955,0.0,0.0,0.015,0.005,0.025,0.0
1394,0.02,0.66,0.01,0.015,0.095,0.155,0.045
1395,0.0,0.845,0.005,0.005,0.045,0.065,0.035
1396,0.025,0.71,0.025,0.085,0.05,0.065,0.04
1397,0.0,0.825,0.02,0.0,0.06,0.06,0.035
1398,0.01,0.68,0.055,0.02,0.085,0.12,0.03
1399,0.0,0.835,0.085,0.0,0.035,0.015,0.03
1400,0.11,0.105,0.085,0.05625,0.215,0.285,0.14375
1401,0.025,0.805,0.03,0.01,0.075,0.025,0.03
1402,0.015,0.865,0.025,0.005,0.03,0.015,0.045
1403,0.045,0.45,0.09,0.085,0.14,0.14,0.05
1404,0.0,0.63,0.035,0.04,0.085,0.105,0.105
1405,0.06,0.04,0.02,0.03,0.095,0.74,0.015
1406,0.22,0.0,0.015,0.05,0.02,0.69,0.005
1407,0.075,0.01,0.015,0.03,0.145,0.715,0.01
1408,0.115,0.085,0.08,0.065,0.115,0.45,0.09
1409,0.195,0.04,0.035,0.025,0.025,0.68,0.0
1410,0.15,0.015,0.02,0.035,0.045,0.71,0.025
1411,0.15,0.015,0.05333333333333334,0.025,0.02,0.725,0.011666666666666667
1412,0.045,0.04,0.025,0.075,0.125,0.675,0.015
1413,0.13,0.035,0.035,0.025,0.045,0.705,0.025
1414,0.045,0.055,0.09,0.055,0.405,0.31,0.04
1415,0.025,0.115,0.005,0.015,0.065,0.74,0.035
1416,0.005,0.045,0.015,0.015,0.075,0.82,0.025
1417,0.015,0.01,0.005,0.005,0.015,0.93,0.02
1418,0.015,0.01,0.005,0.005,0.015,0.93,0.02
1419,0.105,0.015,0.025,0.04,0.07,0.73,0.015
1420,0.115,0.01,0.06,0.015,0.03,0.755,0.015
1421,0.03,0.03,0.01,0.035,0.1425,0.7475,0.005
1422,0.02,0.065,0.05,0.01,0.085,0.7,0.07
1423,0.03,0.07,0.065,0.045,0.055,0.71,0.025
1424,0.015,0.005,0.015,0.735,0.12,0.065,0.045
1425,0.0,0.015,0.04,0.81,0.045,0.035,0.055
1426,0.005,0.0,0.0,0.03,0.5100000000000001,0.44999999999999996,0.005
1427,0.02,0.02,0.1075,0.05,0.71,0.05,0.0425
1428,0.42,0.035,0.06,0.185,0.12783333333333333,0.11716666666666668,0.055
1429,0.27,0.075,0.06,0.085,0.245,0.21,0.055
1430,0.025,0.16,0.015,0.01,0.05,0.05,0.69
1431,0.93,0.0,0.02,0.02,0.015,0.01,0.005
1432,0.725,0.02,0.035,0.05,0.09,0.065,0.015
1433,0.93,0.0,0.01,0.01,0.02,0.025,0.005
1434,0.04,0.285,0.24,0.045,0.12,0.155,0.115
1435,0.04,0.695,0.02,0.015,0.095,0.075,0.06
1436,0.0,0.9,0.01,0.0,0.015,0.025,0.05
1437,0.42,0.035,0.06,0.185,0.12783333333333333,0.11716666666666668,0.055
1438,0.065,0.05,0.0575,0.045,0.045,0.635,0.1025
1439,0.03,0.01,0.045,0.025,0.05,0.82,0.02
1440,0.005,0.0,0.0,0.03,0.5100000000000001,0.44999999999999996,0.005
1441,0.01,0.05,0.04,0.085,0.0625,0.7275,0.025
1442,0.035,0.005,0.06,0.015,0.02,0.81,0.055
1443,0.03,0.025,0.035,0.055,0.09,0.75,0.015
1444,0.02,0.025,0.02,0.7816666666666666,0.0825,0.0525,0.018333333333333333
1445,0.085,0.005,0.06,0.77,0.05,0.01,0.02
1446,0.005,0.01,0.025,0.855,0.0725,0.0125,0.02
1447,0.015,0.05,0.0375,0.64,0.08166666666666667,0.11333333333333333,0.0625
1448,0.02,0.03,0.065,0.73,0.035,0.085,0.035
1449,0.01,0.025,0.01,0.785,0.09,0.065,0.015
1450,0.01,0.005,0.035,0.875,0.015,0.055,0.005
1451,0.015,0.055,0.1,0.735,0.025,0.05,0.02
1452,0.005,0.0,0.02,0.945,0.015,0.015,0.0
1453,0.06,0.02,0.08833333333333332,0.7116666666666666,0.055,0.065,0.0
1454,0.045,0.005,0.005,0.85,0.04,0.03,0.025
1455,0.025,0.01,0.035,0.86,0.025,0.045,0.0
1456,0.005,0.045,0.015,0.91,0.01,0.01,0.005
1457,0.01,0.0,0.015,0.86,0.08875,0.01625,0.01
1458,0.02,0.025,0.69,0.03,0.07,0.1,0.065
1459,0.005,0.105,0.73,0.035,0.075,0.015,0.035
1460,0.05,0.025,0.575,0.145,0.07,0.105,0.03
1461,0.015,0.01,0.765,0.03,0.05,0.025,0.105
1462,0.115,0.015,0.785,0.015,0.02,0.005,0.045
1463,0.105,0.005,0.755,0.05125,0.015,0.045,0.02375
1464,0.01,0.055,0.72,0.015,0.065,0.08,0.055
1465,0.0,0.0,0.995,0.005,0.0,0.0,0.0
1466,0.02,0.24,0.015,0.015,0.645,0.04,0.025
1467,0.04,0.02,0.105,0.065,0.67,0.075,0.025
1468,0.015,0.015,0.02,0.245,0.675,0.02,0.01
1469,0.01,0.065,0.055,0.035,0.68,0.075,0.08
1470,0.04,0.02,0.045,0.03,0.725,0.115,0.025
1471,0.09,0.01,0.045,0.11,0.6525,0.0725,0.02
1472,0.16,0.035,0.0125,0.015,0.705,0.05,0.0225
1473,0.01,0.15,0.035,0.01,0.71,0.07,0.015
1474,0.1,0.01,0.03,0.02,0.75,0.075,0.015
1475,0.02,0.025,0.0475,0.04,0.74,0.07,0.0575
1476,0.04,0.03,0.01,0.005,0.03,0.295,0.59
1477,0.015,0.005,0.015,0.02,0.12886904761904763,0.14113095238095236,0.675
1478,0.01,0.01,0.14,0.06,0.07,0.035,0.675
1479,0.01,0.0,0.01,0.34,0.0375,0.0225,0.58
1480,0.0,0.01,0.04,0.77,0.055,0.02,0.105
1481,0.055,0.065,0.055,0.02,0.055,0.13,0.62
1482,0.035,0.025,0.125,0.015,0.005,0.07,0.725
1483,0.015,0.01,0.01,0.07,0.1,0.115,0.68
1484,0.04,0.04,0.025,0.04,0.055,0.04,0.76
1485,0.03,0.43,0.0625,0.1325,0.08,0.215,0.05
1486,0.035,0.005,0.055,0.07625,0.045,0.08,0.70375
1487,0.05,0.065,0.105,0.025,0.1,0.385,0.27
1488,0.485,0.035,0.105,0.09,0.085,0.115,0.085
1489,0.9,0.0,0.03,0.03,0.01,0.03,0.0
1490,0.785,0.015,0.05,0.05,0.04,0.02,0.04
1491,0.69,0.01,0.02166666666666667,0.15333333333333332,0.08,0.025,0.02
1492,0.915,0.0,0.01,0.04,0.01,0.02,0.005
1493,0.985,0.005,0.0,0.0,0.0,0.01,0.0
1494,0.035,0.3,0.08,0.255,0.185,0.06,0.085
1495,0.03,0.387,0.1725,0.1025,0.065,0.128,0.115
1496,0.035,0.885,0.02,0.01,0.01,0.025,0.015
1497,0.06,0.075,0.045,0.02,0.055,0.725,0.02
1498,0.025,0.03,0.03166666666666666,0.025,0.05,0.82,0.018333333333333333
1499,0.17,0.055,0.035,0.02,0.055,0.65,0.015
1500,0.09,0.005,0.025,0.05,0.065,0.73,0.035
1501,0.195,0.015,0.04,0.01,0.035,0.665,0.04
1502,0.01,0.02,0.005,0.005,0.025,0.93,0.005
1503,0.02,0.035,0.0,0.02,0.085,0.82,0.02
1504,0.335,0.02,0.155,0.14,0.12666666666666668,0.15833333333333333,0.065
1505,0.07,0.005,0.04,0.045,0.045,0.77,0.025
1506,0.025,0.0,0.025,0.04,0.0175,0.8525,0.04
1507,0.1,0.04,0.02,0.02,0.025,0.775,0.02
1508,0.08,0.015,0.005,0.17,0.09,0.63,0.01
1509,0.025,0.045,0.02,0.01,0.045,0.81,0.045
1510,0.235,0.045,0.1,0.095,0.145,0.315,0.065
1511,0.065,0.02,0.10333333333333333,0.685,0.045,0.05,0.03166666666666666
1512,0.12,0.015,0.025,0.625,0.075,0.135,0.005
1513,0.01,0.025,0.0725,0.6725,0.14,0.035,0.045
1514,0.05,0.025,0.72,0.025,0.095,0.04,0.045
1515,0.025,0.085,0.68,0.025,0.07,0.065,0.05
1516,0.015,0.01,0.605,0.135,0.075,0.14,0.02
1517,0.205,0.005,0.625,0.01,0.075,0.045,0.035
1518,0.1,0.07,0.655,0.035,0.06,0.06,0.02
1519,0.065,0.04,0.685,0.025,0.02,0.085,0.08
1520,0.04,0.025,0.045,0.06,0.66,0.13,0.04
1521,0.09,0.07,0.045,0.1,0.14,0.44,0.115
1522,0.03,0.11,0.0775,0.075,0.385,0.25,0.0725
1523,0.01,0.045,0.025,0.105,0.76,0.05,0.005
1524,0.035,0.01,0.04,0.065,0.72,0.09,0.04
1525,0.025,0.035,0.015,0.03,0.71,0.17,0.015
1526,0.16,0.0,0.03,0.055,0.68,0.045,0.03
1527,0.02,0.01,0.045,0.115,0.7625,0.0325,0.015
1528,0.015,0.065,0.01,0.02,0.725,0.13,0.035
1529,0.025,0.01,0.03,0.17,0.69,0.045,0.03
1530,0.0,0.14583333333333334,0.015,0.03,0.725,0.05416666666666667,0.03
1531,0.02,0.04,0.06,0.095,0.71,0.06,0.015
1532,0.01,0.045,0.05,0.015,0.065,0.145,0.67
1533,0.025,0.03,0.07,0.055,0.03,0.105,0.685
1534,0.005,0.025,0.05,0.01,0.045,0.135,0.73
1535,0.03,0.585,0.055,0.02,0.09,0.115,0.105
1536,0.93,0.005,0.015,0.02,0.0,0.025,0.005
1537,0.905,0.01,0.02,0.02,0.0,0.035,0.01
1538,0.62,0.07,0.09366666666666668,0.035,0.065,0.055,0.06133333333333333
1539,0.83,0.025,0.035,0.03,0.045,0.01,0.025
1540,0.855,0.015,0.02,0.015,0.04,0.03,0.025
1541,0.15,0.045,0.09,0.045,0.12,0.465,0.085
1542,0.805,0.025,0.075,0.05,0.025,0.02,0.0
1543,0.83,0.0,0.035,0.02,0.015,0.085,0.015
1544,0.01,0.72,0.005,0.01,0.07,0.145,0.04
1545,0.015,0.785,0.04,0.01,0.055,0.055,0.04
1546,0.025,0.85,0.04,0.01,0.02,0.04,0.015
1547,0.02,0.765,0.03125,0.01,0.05,0.075,0.04875
1548,0.005,0.82,0.01,0.0,0.015,0.085,0.065
1549,0.025,0.725,0.045,0.005,0.05833333333333333,0.10666666666666666,0.035
1550,0.015,0.96,0.01,0.0,0.01,0.005,0.0
1551,0.015,0.5875,0.115,0.015,0.05,0.1375,0.08
1552,0.16,0.0,0.04,0.035,0.005,0.75,0.01
1553,0.0,0.02,0.04,0.04,0.065,0.81,0.025
1554,0.075,0.075,0.065,0.11,0.21,0.39,0.075
1555,0.015,0.005,0.025,0.015,0.01,0.92,0.01
1556,0.01,0.01,0.01,0.005,0.005,0.96,0.0
1557,0.025,0.045,0.01,0.025,0.16,0.725,0.01
1558,0.01,0.01,0.01,0.005,0.005,0.96,0.0
1559,0.16,0.02,0.054000000000000006,0.025,0.01,0.71,0.021
1560,0.445,0.0425,0.025,0.06,0.085,0.2475,0.095
1561,0.01,0.05,0.0275,0.025,0.04,0.815,0.0325
1562,0.005,0.005,0.0,0.02,0.035,0.935,0.0
1563,0.015,0.005,0.025,0.015,0.01,0.92,0.01
1564,0.005,0.005,0.0,0.02,0.035,0.935,0.0
1565,0.2,0.0,0.005,0.015,0.0,0.78,0.0
1566,0.04,0.065,0.105,0.02,0.05,0.675,0.045
1567,0.005,0.01,0.005,0.005,0.03,0.93,0.015
1568,0.005,0.01,0.005,0.005,0.03,0.93,0.015
1569,0.155,0.04,0.065,0.035,0.045,0.65,0.01
1570,0.01,0.03,0.07,0.685,0.04,0.12,0.045
1571,0.91,0.0,0.035,0.01,0.01,0.025,0.01
1572,0.055,0.02,0.025,0.055,0.07166666666666667,0.7633333333333334,0.01
1573,0.01,0.02,0.035,0.05,0.02,0.845,0.02
1574,0.07,0.035,0.045,0.11916666666666666,0.325,0.32,0.08583333333333332
1575,0.115,0.005,0.035,0.0,0.025,0.79,0.03
1576,0.01,0.015,0.055,0.015,0.035,0.84,0.03
1577,0.01,0.02,0.03,0.04,0.09,0.78,0.03
1578,0.14,0.025,0.04,0.015,0.11666666666666668,0.6633333333333333,0.0
1579,0.02,0.025,0.04,0.02,0.04,0.805,0.05
1580,0.015,0.02,0.015,0.015,0.035,0.87,0.03
1581,0.02,0.03,0.09,0.035,0.095,0.705,0.025
1582,0.06,0.01,0.03,0.03,0.015,0.82,0.035
1583,0.04,0.13,0.09,0.085,0.3,0.26,0.095
1584,0.045,0.09,0.0725,0.02,0.025,0.665,0.0825
1585,0.065,0.01,0.05,0.02,0.05,0.775,0.03
1586,0.205,0.215,0.02,0.035,0.05666666666666667,0.41333333333333333,0.055
1587,0.05,0.055,0.025,0.01,0.04,0.77,0.05
1588,0.045,0.005,0.025,0.01,0.05,0.845,0.02
1589,0.02,0.015,0.0,0.005,0.08,0.855,0.025
1590,0.01,0.05,0.09125,0.035,0.04,0.735,0.03875
1591,0.03,0.12,0.015,0.03,0.73,0.055,0.02
1592,0.955,0.0,0.0,0.01,0.01,0.025,0.0
1593,0.005,0.02,0.025,0.79,0.10666666666666667,0.04333333333333334,0.01
1594,0.075,0.05,0.09,0.26,0.245,0.24,0.04
1595,0.02,0.03,0.02333333333333333,0.7066666666666666,0.09125,0.09875,0.03
1596,0.005,0.11,0.015,0.775,0.07,0.01,0.015
1597,0.005,0.005,0.015,0.225,0.695,0.04,0.015
1598,0.02,0.145,0.025,0.01,0.71,0.065,0.025
1599,0.23,0.02,0.03,0.005,0.665,0.04,0.01
1600,0.0,0.02,0.01,0.27,0.635,0.035,0.03
1601,0.035,0.065,0.02,0.05,0.675,0.095,0.06
1602,0.03,0.015,0.015,0.79,0.105,0.03,0.015
1603,0.035,0.07,0.0675,0.115,0.135,0.445,0.1325
1604,0.04,0.04,0.04,0.025,0.04125,0.19375,0.62
1605,0.005,0.01,0.055,0.08,0.105,0.075,0.67
1606,0.07,0.095,0.04,0.03,0.09,0.09,0.585
1607,0.99,0.0,0.0,0.005,0.0,0.0,0.005
1608,0.865,0.015,0.04,0.01,0.01,0.04,0.02
1609,0.5,0.02,0.09,0.19,0.115,0.055,0.03
1610,0.48,0.015,0.07,0.18,0.115,0.08,0.06
1611,0.695,0.04,0.07,0.035,0.045,0.075,0.04
1612,0.88,0.01,0.015,0.005,0.025,0.045,0.02
1613,0.18,0.1275,0.025,0.11,0.2075,0.295,0.055
1614,0.75,0.025,0.02,0.03,0.04,0.12,0.015
1615,0.105,0.105,0.075,0.135,0.2,0.285,0.095
1616,0.905,0.005,0.01,0.01,0.025,0.04,0.005
1617,0.025,0.665,0.045,0.035,0.055,0.13,0.045
1618,0.025,0.79,0.0425,0.0575,0.01,0.055,0.02
1619,0.0,0.89,0.025,0.0,0.04,0.025,0.02
1620,0.155,0.035,0.09,0.005,0.005,0.685,0.025
1621,0.06,0.025,0.045,0.04,0.06,0.745,0.025
1622,0.035,0.055,0.095,0.17,0.45666666666666667,0.15833333333333333,0.03
1623,0.055,0.035,0.06,0.025,0.04,0.76,0.025
1624,0.02,0.05,0.045,0.06,0.045,0.75,0.03
1625,0.045,0.015,0.045,0.045,0.015,0.765,0.07
1626,0.105,0.02,0.02,0.02,0.02,0.775,0.04
1627,0.025,0.35,0.04,0.135,0.205,0.195,0.05
1628,0.0,0.085,0.035,0.01,0.06,0.77,0.04
1629,0.025,0.055,0.035,0.015,0.1275,0.7075,0.035
1630,0.035,0.035,0.01,0.0,0.02,0.89,0.01
1631,0.075,0.115,0.115,0.105,0.23,0.165,0.195
1632,0.065,0.02,0.02,0.015,0.015,0.83,0.035
1633,0.075,0.0,0.04,0.01,0.045,0.81,0.02
1634,0.025,0.02,0.01,0.035,0.165,0.695,0.05
1635,0.06,0.06,0.075,0.07,0.485,0.185,0.065
1636,0.03,0.05,0.055,0.05,0.72,0.06,0.035
1637,0.13,0.01,0.03,0.08,0.66,0.065,0.025
1638,0.875,0.005,0.01,0.01,0.02,0.065,0.015
1639,0.88,0.005,0.035,0.03,0.005,0.03,0.015
1640,0.745,0.005,0.01,0.03,0.03,0.17,0.01
1641,0.835,0.01,0.065,0.005,0.01,0.06,0.015
1642,0.85,0.01,0.025,0.01,0.015,0.055,0.035
1643,0.0,0.97,0.0,0.0,0.01,0.005,0.015
1644,0.02,0.015,0.01,0.015,0.05,0.86,0.03
1645,0.02,0.02,0.015,0.0,0.025,0.875,0.045
1646,0.05,0.08,0.045,0.22,0.22166666666666665,0.3533333333333333,0.03
1647,0.0,0.005,0.075,0.86,0.025,0.02,0.015
1648,0.11,0.055,0.095,0.22,0.18625,0.21375,0.12
1649,0.005,0.02,0.075,0.825,0.025,0.04,0.01
1650,0.0,0.0,0.025,0.935,0.01,0.02,0.01
1651,0.015,0.0,0.02,0.845,0.07,0.035,0.015
1652,0.08,0.02,0.06,0.6866666666666665,0.06,0.035,0.05833333333333334
1653,0.02,0.01,0.005,0.885,0.055,0.02,0.005
1654,0.05,0.045,0.01,0.675,0.065,0.135,0.02
1655,0.005,0.01,0.095,0.8,0.04,0.02,0.03
1656,0.05,0.015,0.01,0.765,0.065,0.085,0.01
1657,0.155,0.115,0.07791666666666668,0.15,0.17,0.225,0.10708333333333332
1658,0.085,0.0,0.035,0.77,0.08,0.03,0.0
1659,0.08,0.025,0.68,0.135,0.005,0.065,0.01
1660,0.055,0.02,0.625,0.23,0.01,0.025,0.035
1661,0.035,0.095,0.135,0.485,0.025,0.16,0.065
1662,0.06,0.47,0.10416666666666666,0.11083333333333334,0.095,0.065,0.095
1663,0.355,0.045,0.1275,0.055,0.14666666666666667,0.22333333333333336,0.0475
1664,0.665,0.025,0.06,0.085,0.05,0.105,0.01
1665,0.075,0.11,0.7,0.015,0.06,0.015,0.025
1666,0.06,0.015,0.73,0.025,0.04,0.105,0.025
1667,0.04,0.04,0.64,0.03,0.1,0.13,0.02
1668,0.065,0.035,0.065,0.265,0.3466666666666666,0.18333333333333332,0.04
1669,0.05,0.06,0.045,0.515,0.175,0.135,0.02
1670,0.02,0.065,0.105,0.345,0.21625,0.17375,0.075
1671,0.115,0.035,0.105,0.03,0.665,0.04,0.01
1672,0.17,0.0,0.03,0.03,0.055,0.7,0.015
1673,0.015,0.005,0.005,0.23,0.73,0.015,0.0
1674,0.015,0.03,0.04,0.065,0.785,0.06,0.005
1675,0.185,0.0225,0.005,0.085,0.38458333333333333,0.29791666666666666,0.02
1676,0.01,0.04,0.01,0.115,0.76,0.025,0.04
1677,0.02,0.015,0.015,0.11,0.68875,0.13625,0.015
1678,0.035,0.125,0.105,0.03,0.2,0.465,0.04
1679,0.01,0.025,0.02,0.05,0.795,0.075,0.025
1680,0.075,0.04,0.045,0.025,0.045,0.03,0.74
1681,0.01,0.13,0.06,0.01,0.065,0.045,0.68
1682,0.01,0.03,0.035,0.015,0.04,0.205,0.665
1683,0.01,0.042,0.095,0.09,0.03,0.098,0.635
1684,0.03,0.065,0.01,0.01,0.03,0.18,0.675
1685,0.12,0.015,0.025,0.02,0.045,0.135,0.64
1686,0.815,0.01,0.065,0.02,0.04,0.02,0.03
1687,0.845,0.0,0.005,0.105,0.035,0.01,0.0
1688,0.845,0.005,0.045,0.045,0.01,0.025,0.025
1689,0.605,0.005,0.065,0.17,0.07,0.085,0.0
1690,0.95,0.005,0.02,0.0,0.0,0.025,0.0
1691,0.97,0.0,0.005,0.01,0.0,0.015,0.0
1692,0.875,0.01,0.035,0.02,0.01,0.045,0.005
1693,0.84,0.01,0.03125,0.005,0.005,0.08,0.02875
1694,0.93,0.0,0.025,0.015,0.005,0.015,0.009999999999999998
1695,0.63,0.075,0.12,0.03,0.025,0.11,0.01
1696,0.9,0.005,0.02,0.005,0.02,0.05,0.0
1697,0.8,0.005,0.06,0.05,0.035,0.04,0.01
1698,0.715,0.035,0.07,0.04,0.075,0.05,0.015
1699,0.515,0.025,0.075,0.0275,0.075,0.255,0.0275
1700,0.115,0.08,0.06,0.235,0.225,0.23,0.055
1701,0.755,0.055,0.035,0.04,0.025,0.065,0.025
1702,0.87,0.005,0.005,0.04,0.035,0.04,0.005
1703,0.885,0.0,0.025,0.005,0.015,0.065,0.005
1704,0.96,0.0,0.01,0.01,0.0,0.02,0.0
1705,0.02,0.76,0.045,0.01,0.035,0.065,0.065
1706,0.005,0.925,0.01,0.0,0.015,0.035,0.01
1707,0.005,0.97,0.0,0.005,0.01,0.01,0.0
1708,0.0,0.955,0.015,0.0,0.02,0.0,0.01
1709,0.005,0.865,0.035,0.005,0.01,0.045,0.035
1710,0.015,0.83,0.015,0.005,0.06166666666666666,0.05833333333333333,0.015
1711,0.005,0.8358333333333333,0.01,0.01,0.095,0.024166666666666666,0.02
1712,0.02,0.625,0.005,0.005,0.185,0.13,0.03
1713,0.0,0.935,0.01,0.0,0.015,0.025,0.015
1714,0.155,0.695,0.05,0.01,0.01,0.04,0.04
1715,0.02,0.01,0.02125,0.045,0.055,0.78,0.06875
1716,0.095,0.01,0.05,0.025,0.035,0.77,0.015
1717,0.005,0.055,0.005,0.01,0.11,0.77,0.045
1718,0.05,0.025,0.045,0.02,0.02,0.82,0.02
1719,0.01,0.11,0.04,0.025,0.005,0.76,0.05
1720,0.02,0.03666666666666667,0.01,0.04,0.12,0.7433333333333334,0.03
1721,0.055,0.05,0.05,0.115,0.21,0.51,0.01
1722,0.025,0.04,0.01,0.01,0.035,0.86,0.02
1723,0.01,0.03,0.035,0.02,0.01,0.865,0.03
1724,0.17,0.0,0.03,0.03,0.055,0.7,0.015
1725,0.015,0.015,0.005,0.0,0.135,0.825,0.005
1726,0.045,0.035,0.0275,0.03,0.085,0.75,0.0275
1727,0.035,0.04,0.0,0.005,0.045,0.855,0.02
1728,0.01,0.015,0.02,0.025,0.025,0.865,0.04
1729,0.075,0.105,0.115,0.045,0.15,0.345,0.165
1730,0.025,0.065,0.0625,0.245,0.21,0.355,0.0375
1731,0.38,0.06,0.1,0.24,0.05666666666666667,0.13333333333333333,0.03
1732,0.045,0.03,0.1,0.66,0.045,0.1,0.02
1733,0.02,0.005,0.015,0.845,0.08,0.02,0.015
1734,0.165,0.015,0.03,0.685,0.05,0.055,0.0
1735,0.005,0.015,0.0675,0.7875,0.0225,0.0525,0.05
1736,0.03,0.04,0.02,0.72,0.11,0.05,0.03
1737,0.055,0.085,0.1675,0.25916666666666666,0.13,0.215,0.08833333333333332
1738,0.02,0.015,0.745,0.015,0.04,0.11,0.055
1739,0.0,0.15,0.735,0.015,0.025,0.05,0.025
1740,0.115,0.07,0.675,0.025,0.025,0.085,0.005
1741,0.01,0.055,0.66,0.025,0.05,0.155,0.045
1742,0.015,0.035,0.78,0.0075,0.03666666666666667,0.06333333333333334,0.0625
1743,0.025,0.01,0.0075,0.2275,0.6925,0.0275,0.01
1744,0.24,0.015,0.0225,0.02,0.645,0.05,0.0075
1745,0.03,0.015,0.065,0.025,0.625,0.22,0.02
1746,0.025,0.02,0.08,0.015,0.026666666666666665,0.19333333333333333,0.64
1747,0.04,0.065,0.0875,0.02,0.13,0.47,0.1875
1748,0.89,0.01,0.0,0.01,0.025,0.055,0.01
1749,0.99,0.0,0.0,0.01,0.0,0.0,0.0
1750,0.81,0.02,0.015,0.02,0.01,0.065,0.06
1751,0.905,0.06,0.015,0.0,0.01,0.005,0.005
1752,0.14,0.07,0.05333333333333334,0.075,0.145,0.43,0.08666666666666666
